sku,qtd,descricao,parceira,atlas,tecnico,data,movimento,sap,id_tecnico,modalidade,responsavel,cat_material,observacao,modelo
226475670019,,CARD,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,CARLOS,25/08/2025 08:07:21,DEVOLUCAO,41001186,08,VT,MARCELO,EQUIPAMENTO,DIGITEC FTZ,NAGRA KIT
104121029870,,,,,CARLOS,25/08/2025 08:07:21,DEVOLUCAO,,08,VT,MARCELO,,DIGITEC FTZ,
229741398599,,TOP MIX,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,CARLOS,25/08/2025 08:07:21,DEVOLUCAO,41001047,08,VT,MARCELO,EQUIPAMENTO,DIGITEC FTZ,DECODER HD THDC4
246527045268,,SIM CARD,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,CARLOS,25/08/2025 08:07:21,DEVOLUCAO,41000805,08,VT,MARCELO,EQUIPAMENTO,DIGITEC FTZ,SMART SIM CARD NAGRA
216895773638,,TOP MIX,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,CARLOS,25/08/2025 08:07:21,DEVOLUCAO,41001275,08,VT,MARCELO,EQUIPAMENTO,DIGITEC FTZ,DECODER HD DCI738 2T
246301202139,,CARD,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,CARLOS,25/08/2025 08:07:21,DEVOLUCAO,41001234,08,VT,MARCELO,EQUIPAMENTO,DIGITEC FTZ,SMART CARD PRETO NAGRA
216919063139,,4K,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,CARLOS,25/08/2025 08:07:21,DEVOLUCAO,41001068,08,VT,MARCELO,EQUIPAMENTO,DIGITEC FTZ,SAG4KC362
246453969618,,SIM CARD,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,CARLOS,25/08/2025 08:07:21,DEVOLUCAO,41000805,08,VT,MARCELO,EQUIPAMENTO,DIGITEC FTZ,SMART SIM CARD NAGRA
229647916165,,4K,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,CARLOS,25/08/2025 08:07:21,DEVOLUCAO,41001068,08,VT,MARCELO,EQUIPAMENTO,DIGITEC FTZ,SAG4KC362
246457728289,,SIM CARD,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,CARLOS,25/08/2025 10:19:24,DEVOLUCAO,41000805,08,VT,MARCELO,EQUIPAMENTO,DIGITEC FTZ,SMART SIM CARD NAGRA
D4925E06ABA7,,ONT,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,CARLOS,25/08/2025 08:07:21,DEVOLUCAO,41001535,08,VT,MARCELO,EQUIPAMENTO,DIGITEC FTZ,TERMINAL GPON WIFI TCG2232
3CF9F0ACA17C,,GPON 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,CARLOS,25/08/2025 08:07:21,DEVOLUCAO,41001590,08,VT,MARCELO,EQUIPAMENTO,DIGITEC FTZ,TERMINAL GPON ONT WIFI6 F6600P-NACIONAL
216461349501,,TOP MIX,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,CARLOS,25/08/2025 08:07:21,DEVOLUCAO,41001277,08,VT,MARCELO,EQUIPAMENTO,DIGITEC FTZ,DECODER DIGITAL HD DXC5000 2T
226390593960,,CARD,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,CARLOS,25/08/2025 08:07:21,DEVOLUCAO,41001234,08,VT,MARCELO,EQUIPAMENTO,DIGITEC FTZ,SMART CARD PRETO NAGRA
2035431F40DD,,WIFI 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,CARLOS,25/08/2025 08:07:21,DEVOLUCAO,41001552,08,VT,MARCELO,EQUIPAMENTO,DIGITEC FTZ,TERMINAL DOCSIS 3.1 EMTA WIFI6 F@ST3896
229875453041,,,,,LUIS FERNANDO,25/08/2025 08:07:35,DEVOLUCAO,,98,RETIRADA,IARLEY,,DIGITEC FTZ,
D86C5A55B615,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,JOSE EDUARDO,25/08/2025 08:08:00,DEVOLUCAO,41001481,28,ADS,RENATO,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 HGJ310
241690051320,,4K RFIP,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,JEAN,25/08/2025 08:09:20,ENTREGA,41001583,68,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,DECODER CARDLESS 4K UHD S4KCW5 CABO IP
241694219504,,4K RFIP,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,JEAN,25/08/2025 08:09:29,ENTREGA,41001583,68,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,DECODER CARDLESS 4K UHD S4KCW5 CABO IP
E820E20C9CE5,,DUAL,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,MYCON,25/08/2025 08:09:38,DEVOLUCAO,41001292,108,ADS,RENATO,EQUIPAMENTO,DIGITEC FTZ,HUMAX HGB10R-02
241694242739,,4K RFIP,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,JEAN,25/08/2025 08:09:39,ENTREGA,41001583,68,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,DECODER CARDLESS 4K UHD S4KCW5 CABO IP
30E98E2DF772,,ONT,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,MYCON,25/08/2025 08:09:45,DEVOLUCAO,41001434,108,ADS,RENATO,EQUIPAMENTO,DIGITEC FTZ,KIT ONT HG8245Q2 DUAL BAND NACIONAL
241694237889,,4K RFIP,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,JEAN,25/08/2025 08:09:51,ENTREGA,41001583,68,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,DECODER CARDLESS 4K UHD S4KCW5 CABO IP
9877E74A3C2C,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,LEANDRO JOACILIO,25/08/2025 08:10:48,DEVOLUCAO,41001486,102,ADS,RENATO,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 CG3000
1041212ABA40,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,LEANDRO JOACILIO,25/08/2025 08:10:58,DEVOLUCAO,41001518,102,ADS,RENATO,EQUIPAMENTO,DIGITEC FTZ,TERMINAL DOCSIS 3.1 WIFI HI3120
FO,10,FO,MISCELANEA,MISCELANEA,CARLOS,25/08/2025 08:11:07,ENTREGA,22057620,08,VT,MARCELO,CRITICO,DIGITEC FTZ,CONECTOR FO CAMPO FAST SC/APC
229892645964,,BOX,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,RODRIGO,25/08/2025 08:12:09,ENTREGA,41001538,100,RETIRADA,MARCELO,EQUIPAMENTO,DIGITEC FTZ,DECODER IP 4K UHD S4KW2 DDR FAST ETH
F081752D11F4,,DUAL,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,GUILHERME,25/08/2025 08:12:35,DEVOLUCAO,41001095,24,ADS,RENATO,EQUIPAMENTO,DIGITEC FTZ,EMTA WIFI 3.0 FST3486 16X4
10412134B580,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,GUILHERME,25/08/2025 08:12:41,DEVOLUCAO,41001518,24,ADS,RENATO,EQUIPAMENTO,DIGITEC FTZ,TERMINAL DOCSIS 3.1 WIFI HI3120
345D9EB3F87E,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,GUILHERME,25/08/2025 08:12:45,DEVOLUCAO,41001504,24,ADS,RENATO,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 FAST3895
10A7932F90F3,,WIFI 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,GUILHERME,25/08/2025 08:12:50,DEVOLUCAO,41001553,24,ADS,RENATO,EQUIPAMENTO,DIGITEC FTZ,TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106
9C24723006A0,,WIFI 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,GUILHERME,25/08/2025 08:12:56,DEVOLUCAO,41001552,24,ADS,RENATO,EQUIPAMENTO,DIGITEC FTZ,TERMINAL DOCSIS 3.1 EMTA WIFI6 F@ST3896
D86C5A3C15F3,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,GUILHERME,25/08/2025 08:13:01,DEVOLUCAO,41001481,24,ADS,RENATO,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 HGJ310
8401123772FC,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,GUILHERME,25/08/2025 08:13:10,DEVOLUCAO,41001486,24,ADS,RENATO,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 CG3000
44D4546B37F2,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,GUILHERME,25/08/2025 08:13:18,DEVOLUCAO,41001504,24,ADS,RENATO,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 FAST3895
216896695456,,4K,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,RODRIGO,25/08/2025 08:13:20,DEVOLUCAO,41001068,100,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,SAG4KC362
48D6823738A6,,GPON 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,GUILHERME,25/08/2025 08:13:31,DEVOLUCAO,41001590,24,ADS,RENATO,EQUIPAMENTO,DIGITEC FTZ,TERMINAL GPON ONT WIFI6 F6600P-NACIONAL
B0924A11433A,,WIFI 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,WESLEY,25/08/2025 08:13:56,DEVOLUCAO,41001552,44,ADS,MARCELO,EQUIPAMENTO,DIGITEC FTZ,TERMINAL DOCSIS 3.1 EMTA WIFI6 F@ST3896
24E4CEA6E3D5,,WIFI 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,WESLEY,25/08/2025 08:14:07,DEVOLUCAO,41001579,44,ADS,MARCELO,EQUIPAMENTO,DIGITEC FTZ,TERMINAL CG3600T CLARO BRAZIL D3.1 EMTA
246430850819,,SIM CARD,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,RODRIGO,25/08/2025 08:14:16,DEVOLUCAO,41000805,100,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,SMART SIM CARD NAGRA
216896678787,,4K,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,RODRIGO,25/08/2025 08:14:32,DEVOLUCAO,41001068,100,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,SAG4KC362
246430840111,,SIM CARD,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,RODRIGO,25/08/2025 08:14:49,DEVOLUCAO,41000805,100,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,SMART SIM CARD NAGRA
8C444F5A0C57,,DUAL,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,WESLEY,25/08/2025 08:14:50,DEVOLUCAO,41001292,44,ADS,MARCELO,EQUIPAMENTO,DIGITEC FTZ,HUMAX HGB10R-02
2035431A44A6,,WIFI 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,RODRIGO,25/08/2025 08:15:01,DEVOLUCAO,41001552,100,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL DOCSIS 3.1 EMTA WIFI6 F@ST3896
E820E20E42B3,,DUAL,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,RODRIGO,25/08/2025 08:15:06,DEVOLUCAO,41001292,100,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,HUMAX HGB10R-02
5C7D7D632794,,,,,RODRIGO,25/08/2025 08:15:13,DEVOLUCAO,,100,RETIRADA,IARLEY,,DIGITEC FTZ,
229970910315,,4K RFIP,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,PEDRO,25/08/2025 08:15:16,DEVOLUCAO,41001528,36,MOTO,MARCELO,EQUIPAMENTO,DIGITEC FTZ,DECODER CARDLESS 4K UHD S4KCW3 CABO E IP
C85D38EF37DB,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,PEDRO,25/08/2025 08:15:20,DEVOLUCAO,41001481,36,MOTO,MARCELO,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 HGJ310
2C9569EF2A95,,DUAL,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,RODRIGO,25/08/2025 08:15:26,DEVOLUCAO,41001293,100,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,ARRIS TG1692A
B866850C5B8F,,DUAL,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,PEDRO,25/08/2025 08:15:32,DEVOLUCAO,41001095,36,MOTO,MARCELO,EQUIPAMENTO,DIGITEC FTZ,EMTA WIFI 3.0 FST3486 16X4
CC0577B57AA8,,ONT,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,PEDRO,25/08/2025 08:16:27,DEVOLUCAO,41001434,36,MOTO,MARCELO,EQUIPAMENTO,DIGITEC FTZ,KIT ONT HG8245Q2 DUAL BAND NACIONAL
942CB3BF914A,,DUAL,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,ALEXSANDRO,25/08/2025 08:17:08,DEVOLUCAO,41001356,05,ADS,RENATO,EQUIPAMENTO,DIGITEC FTZ,EMTA WIFI 3.0 HGA12R-02 16X4
94988F30FB15,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,ALEXSANDRO,25/08/2025 08:17:10,DEVOLUCAO,41001504,05,ADS,RENATO,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 FAST3895
8C444FEFFA5E,,,,,JOHN,25/08/2025 08:17:29,DEVOLUCAO,,97,RETIRADA,IARLEY,,DIGITEC FTZ,
2035431A1909,,WIFI 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,JOHN,25/08/2025 08:17:33,DEVOLUCAO,41001552,97,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL DOCSIS 3.1 EMTA WIFI6 F@ST3896
B0BBE53D84E4,,,,,JOHN,25/08/2025 08:17:38,DEVOLUCAO,,97,RETIRADA,IARLEY,,DIGITEC FTZ,
C4EB42A2FFF5,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,JOHN,25/08/2025 08:18:09,DEVOLUCAO,41001504,97,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 FAST3895
10E17778E252,,,,,JOHN,25/08/2025 08:18:16,DEVOLUCAO,,97,RETIRADA,IARLEY,,DIGITEC FTZ,
184271286778,,TOP MIX,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,PEDRO,25/08/2025 08:18:42,ENTREGA,41001276,36,MOTO,MARCELO,EQUIPAMENTO,DIGITEC FTZ,DECODER DIGITAL HD HNB100 2T
226222732931,,CARD,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,PEDRO,25/08/2025 08:18:42,ENTREGA,41001234,36,MOTO,MARCELO,EQUIPAMENTO,DIGITEC FTZ,SMART CARD PRETO NAGRA
216736126991,,TOP MIX,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,PEDRO,25/08/2025 08:18:45,ENTREGA,41001276,36,MOTO,MARCELO,EQUIPAMENTO,DIGITEC FTZ,DECODER DIGITAL HD HNB100 2T
226183238088,,CARD,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,PEDRO,25/08/2025 08:18:46,ENTREGA,41001234,36,MOTO,MARCELO,EQUIPAMENTO,DIGITEC FTZ,SMART CARD PRETO NAGRA
216501508505,,TOP MIX,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,PEDRO,25/08/2025 08:18:51,ENTREGA,41001276,36,MOTO,MARCELO,EQUIPAMENTO,DIGITEC FTZ,DECODER DIGITAL HD HNB100 2T
226148165878,,CARD,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,PEDRO,25/08/2025 08:18:52,ENTREGA,41001234,36,MOTO,MARCELO,EQUIPAMENTO,DIGITEC FTZ,SMART CARD PRETO NAGRA
89550534860001009109,,CHIP,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,SEM TECNICO,25/08/2025 08:20:08,DEVOLUCAO,23105,47,LOG,MARCELO,EQUIPAMENTO,DIGITEC FTZ,SIM CARD MOVEL
840112DE411A,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,MYCON,25/08/2025 08:20:41,ENTREGA,41001486,108,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 CG3000
1834AF2526D3,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,MYCON,25/08/2025 08:20:47,ENTREGA,41001486,108,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 CG3000
1834AF24A5D1,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,MYCON,25/08/2025 08:20:55,ENTREGA,41001486,108,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 CG3000
9877E74A4BC9,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,MYCON,25/08/2025 08:21:03,ENTREGA,41001486,108,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 CG3000
8401129317FD,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,MYCON,25/08/2025 08:21:11,ENTREGA,41001486,108,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 CG3000
743AEF30E550,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,MYCON,25/08/2025 08:21:15,ENTREGA,41001486,108,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 CG3000
1834AF61A5E0,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,MYCON,25/08/2025 08:21:22,ENTREGA,41001486,108,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 CG3000
3CF9F0B03272,,GPON 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,SEM TECNICO,25/08/2025 08:21:33,DEVOLUCAO,41001590,47,LOG,MARCELO,EQUIPAMENTO,DIGITEC FTZ,TERMINAL GPON ONT WIFI6 F6600P-NACIONAL
184183670518,,LEGADO,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,SEM TECNICO,25/08/2025 08:21:36,DEVOLUCAO,41001273,47,LOG,MARCELO,EQUIPAMENTO,DIGITEC FTZ,THOMSON HIGH DEFINITION DCI713
226477059817,,CARD,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,SEM TECNICO,25/08/2025 08:21:38,DEVOLUCAO,41001186,47,LOG,MARCELO,EQUIPAMENTO,DIGITEC FTZ,NAGRA KIT
F4E84FABF32C,,GPON 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,MYCON,25/08/2025 08:24:08,ENTREGA,41001560,108,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL GPON ONT WIFI F6645P
F4E84FABF164,,GPON 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,MYCON,25/08/2025 08:24:08,ENTREGA,41001560,108,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL GPON ONT WIFI F6645P
F4E84FABF218,,GPON 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,MYCON,25/08/2025 08:24:09,ENTREGA,41001560,108,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL GPON ONT WIFI F6645P
F4E84FABE4B6,,GPON 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,MYCON,25/08/2025 08:24:09,ENTREGA,41001560,108,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL GPON ONT WIFI F6645P
104121308360,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,DEMERIO,25/08/2025 08:24:37,DEVOLUCAO,41001518,13,ADS,MARCELO,EQUIPAMENTO,DIGITEC FTZ,TERMINAL DOCSIS 3.1 WIFI HI3120
840112EBBEB0,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,DEMERIO,25/08/2025 08:24:37,DEVOLUCAO,41001486,13,ADS,MARCELO,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 CG3000
E820E2182C17,,DUAL,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,WALTER,25/08/2025 08:24:43,DEVOLUCAO,41001292,86,ADS,RENATO,EQUIPAMENTO,DIGITEC FTZ,HUMAX HGB10R-02
D4E2CB8E4CFC,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,WALTER,25/08/2025 08:24:47,DEVOLUCAO,41001513,86,ADS,RENATO,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 TC3102 32X8
216557404869,,TOP MIX,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,MYCON,25/08/2025 08:26:09,ENTREGA,41001276,108,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,DECODER DIGITAL HD HNB100 2T
226369771827,,CARD,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,MYCON,25/08/2025 08:26:10,ENTREGA,41001234,108,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,SMART CARD PRETO NAGRA
216401046870,,TOP MIX,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,MYCON,25/08/2025 08:26:22,ENTREGA,41001276,108,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,DECODER DIGITAL HD HNB100 2T
246310353548,,CARD,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,MYCON,25/08/2025 08:26:24,ENTREGA,41001234,108,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,SMART CARD PRETO NAGRA
216409015976,,TOP MIX,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,MYCON,25/08/2025 08:26:32,ENTREGA,41001276,108,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,DECODER DIGITAL HD HNB100 2T
226172732339,,CARD,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,MYCON,25/08/2025 08:26:34,ENTREGA,41001234,108,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,SMART CARD PRETO NAGRA
216403517190,,TOP MIX,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,MYCON,25/08/2025 08:26:45,ENTREGA,41001276,108,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,DECODER DIGITAL HD HNB100 2T
246100532330,,CARD,DIGITEC TECNOLOGIA DIGITAL E REPRES,INICIALIZADO,MYCON,25/08/2025 08:26:45,ENTREGA,41001234,108,ADS,IARLEY,EQUIPAMENTO,DIGITEC FTZ,SMART CARD PRETO NAGRA
FO,10,FO,MISCELANEA,MISCELANEA,MYCON,25/08/2025 08:29:10,ENTREGA,22057620,108,ADS,IARLEY,CRITICO,DIGITEC FTZ,CONECTOR FO CAMPO FAST SC/APC
F6,50,F6,MISCELANEA,MISCELANEA,MYCON,25/08/2025 08:29:11,ENTREGA,22026189,108,ADS,IARLEY,CRITICO,DIGITEC FTZ,CONEC_RI COMPRESSAO F-6
5819f844d192,,,,,JOHN,25/08/2025 08:31:02,DEVOLUCAO,,97,RETIRADA,IARLEY,,DIGITEC FTZ,
c4eb42eb2a07,,,,,JOHN,25/08/2025 08:31:05,DEVOLUCAO,,97,RETIRADA,IARLEY,,DIGITEC FTZ,
2035431f5153,,,,,JOHN,25/08/2025 08:31:21,DEVOLUCAO,,97,RETIRADA,IARLEY,,DIGITEC FTZ,
CABO DROP,500,CABO DROP,MISCELANEA,MISCELANEA,WESLEY,25/08/2025 08:32:28,ENTREGA,22057657,44,ADS,RENATO,CRITICO,DIGITEC FTZ,CABO DROP 1FO LOW F FIG8 CINZA
FO,10,FO,MISCELANEA,MISCELANEA,WESLEY,25/08/2025 08:32:31,ENTREGA,22057620,44,ADS,RENATO,CRITICO,DIGITEC FTZ,CONECTOR FO CAMPO FAST SC/APC
CABO PRETO,305,CABO PRETO,MISCELANEA,MISCELANEA,ALEXSANDRO,25/08/2025 08:33:23,ENTREGA,22026223,05,ADS,MARCELO,CRITICO,DIGITEC FTZ,CABO COAXIAL RG6 TRI C/M PT
229678550009,,,,,JOHN,25/08/2025 08:33:36,DEVOLUCAO,,97,RETIRADA,IARLEY,,DIGITEC FTZ,
226328538385,,,,,JOHN,25/08/2025 08:33:52,DEVOLUCAO,,97,RETIRADA,IARLEY,,DIGITEC FTZ,
20354321f0dc,,WIFI 6,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,JOHN,25/08/2025 08:33:57,DEVOLUCAO,41001552,97,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,TERMINAL DOCSIS 3.1 EMTA WIFI6 F@ST3896
241595376883,,,,,JOHN,25/08/2025 08:34:03,DEVOLUCAO,,97,RETIRADA,IARLEY,,DIGITEC FTZ,
230027511630,,,,,JOHN,25/08/2025 08:34:07,DEVOLUCAO,,97,RETIRADA,IARLEY,,DIGITEC FTZ,
241620040526,,,,,JOHN,25/08/2025 08:34:26,DEVOLUCAO,,97,RETIRADA,IARLEY,,DIGITEC FTZ,
6802b8db4598,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,JOHN,25/08/2025 08:34:38,DEVOLUCAO,41001485,97,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIP EMTA WIFI 3.1 CH8568
216898260627,,,,,JOHN,25/08/2025 08:35:04,DEVOLUCAO,,97,RETIRADA,IARLEY,,DIGITEC FTZ,
246435521432,,,,,JOHN,25/08/2025 08:35:05,DEVOLUCAO,,97,RETIRADA,IARLEY,,DIGITEC FTZ,
b0daf963f7b5,,DUAL,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,JOHN,25/08/2025 08:35:09,DEVOLUCAO,41001293,97,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,ARRIS TG1692A
889e68da6dbc,,3.1,DIGITEC TECNOLOGIA DIGITAL E REPRES,SUSPEITO,EDSON,25/08/2025 08:36:16,DEVOLUCAO,41001482,101,RETIRADA,IARLEY,EQUIPAMENTO,DIGITEC FTZ,MODEM VOIPEMTA WIFI 3.1 CGA4233CLB
